Comunidades autónomas;Tipo de dato;Periodo;Total
Total Nacional;Dato base;2008SM36;6.375
Total Nacional;Dato base;2008SM35;6.379
Total Nacional;Dato base;2008SM34;6.577
Total Nacional;Dato base;2008SM33;6.764
Total Nacional;Dato base;2008SM32;6.870
Total Nacional;Dato base;2008SM31;6.953
Total Nacional;Dato base;2008SM30;6.673
Total Nacional;Dato base;2008SM29;6.645
Total Nacional;Dato base;2008SM28;6.754
Total Nacional;Dato base;2008SM27;7.127
Total Nacional;Dato base;2008SM26;7.283
Total Nacional;Dato base;2008SM25;7.015
Total Nacional;Dato base;2008SM24;6.771
Total Nacional;Dato base;2008SM23;6.556
Total Nacional;Dato base;2008SM22;6.440
Total Nacional;Dato base;2008SM21;6.775
Total Nacional;Dato base;2008SM20;6.527
Total Nacional;Dato base;2008SM19;7.075
Total Nacional;Dato base;2008SM18;6.981
Total Nacional;Dato base;2008SM17;7.322
Total Nacional;Dato base;2008SM16;7.347
Total Nacional;Dato base;2008SM15;7.496
Total Nacional;Dato base;2008SM14;7.738
Total Nacional;Dato base;2008SM13;7.731
Total Nacional;Dato base;2008SM12;7.518
Total Nacional;Dato base;2008SM11;7.908
Total Nacional;Dato base;2008SM10;7.796
Total Nacional;Dato base;2008SM09;8.190
Total Nacional;Dato base;2008SM08;8.188
Total Nacional;Dato base;2008SM07;8.347
Total Nacional;Dato base;2008SM06;8.283
Total Nacional;Dato base;2008SM05;8.095
Total Nacional;Dato base;2008SM04;8.150
Total Nacional;Dato base;2008SM03;8.690
Total Nacional;Dato base;2008SM02;8.982
Total Nacional;Dato base;2008SM01;9.001
Total Nacional;Dato base;2007SM52;8.287
Total Nacional;Dato base;2007SM51;8.473
Total Nacional;Dato base;2007SM50;7.861
Total Nacional;Dato base;2007SM49;7.934
Total Nacional;Dato base;2007SM48;7.803
Total Nacional;Dato base;2007SM47;7.837
Total Nacional;Dato base;2007SM46;7.543
Total Nacional;Dato base;2007SM45;7.420
Total Nacional;Dato base;2007SM44;7.249
Total Nacional;Dato base;2007SM43;6.995
Total Nacional;Dato base;2007SM42;7.109
Total Nacional;Dato base;2007SM41;6.612
Total Nacional;Dato base;2007SM40;6.732
Total Nacional;Dato base;2007SM39;6.460
Total Nacional;Dato base;2007SM38;6.243
Total Nacional;Dato base;2007SM37;6.557
Total Nacional;Dato base;2007SM36;6.396
Total Nacional;Dato base;2007SM35;6.492
Total Nacional;Dato base;2007SM34;6.304
Total Nacional;Dato base;2007SM33;6.418
Total Nacional;Dato base;2007SM32;6.608
Total Nacional;Dato base;2007SM31;7.268
Total Nacional;Dato base;2007SM30;6.715
Total Nacional;Dato base;2007SM29;6.623
Total Nacional;Dato base;2007SM28;6.680
Total Nacional;Dato base;2007SM27;6.723
Total Nacional;Dato base;2007SM26;6.565
Total Nacional;Dato base;2007SM25;6.717
Total Nacional;Dato base;2007SM24;6.789
Total Nacional;Dato base;2007SM23;6.844
Total Nacional;Dato base;2007SM22;6.772
Total Nacional;Dato base;2007SM21;6.711
Total Nacional;Dato base;2007SM20;7.086
Total Nacional;Dato base;2007SM19;7.162
Total Nacional;Dato base;2007SM18;6.820
Total Nacional;Dato base;2007SM17;7.029
Total Nacional;Dato base;2007SM16;7.460
Total Nacional;Dato base;2007SM15;7.568
Total Nacional;Dato base;2007SM14;7.628
Total Nacional;Dato base;2007SM13;7.756
Total Nacional;Dato base;2007SM12;7.704
Total Nacional;Dato base;2007SM11;7.396
Total Nacional;Dato base;2007SM10;7.503
Total Nacional;Dato base;2007SM09;8.016
Total Nacional;Dato base;2007SM08;8.009
Total Nacional;Dato base;2007SM07;8.466
Total Nacional;Dato base;2007SM06;9.198
Total Nacional;Dato base;2007SM05;9.021
Total Nacional;Dato base;2007SM04;8.505
Total Nacional;Dato base;2007SM03;8.477
Total Nacional;Dato base;2007SM02;8.807
Total Nacional;Dato base;2007SM01;8.742
Total Nacional;Dato base;2006SM52;8.529
Total Nacional;Dato base;2006SM51;7.909
Total Nacional;Dato base;2006SM50;7.593
Total Nacional;Dato base;2006SM49;7.248
Total Nacional;Dato base;2006SM48;7.044
Total Nacional;Dato base;2006SM47;7.254
Total Nacional;Dato base;2006SM46;6.935
Total Nacional;Dato base;2006SM45;6.726
Total Nacional;Dato base;2006SM44;6.852
Total Nacional;Dato base;2006SM43;6.841
Total Nacional;Dato base;2006SM42;6.686
Total Nacional;Dato base;2006SM41;6.572
Total Nacional;Dato base;2006SM40;6.342
Total Nacional;Dato base;2006SM39;6.475
Total Nacional;Dato base;2006SM38;6.389
Total Nacional;Dato base;2006SM37;6.275
Total Nacional;Dato base;2006SM36;6.755
Total Nacional;Dato base;2006SM35;6.586
Total Nacional;Dato base;2006SM34;6.449
Total Nacional;Dato base;2006SM33;6.142
Total Nacional;Dato base;2006SM32;6.554
Total Nacional;Dato base;2006SM31;6.883
Total Nacional;Dato base;2006SM30;7.349
Total Nacional;Dato base;2006SM29;7.433
Total Nacional;Dato base;2006SM28;7.154
Total Nacional;Dato base;2006SM27;6.630
Total Nacional;Dato base;2006SM26;6.600
Total Nacional;Dato base;2006SM25;6.629
Total Nacional;Dato base;2006SM24;6.588
Total Nacional;Dato base;2006SM23;6.817
Total Nacional;Dato base;2006SM22;6.484
Total Nacional;Dato base;2006SM21;6.523
Total Nacional;Dato base;2006SM20;6.865
Total Nacional;Dato base;2006SM19;6.699
Total Nacional;Dato base;2006SM18;6.776
Total Nacional;Dato base;2006SM17;6.851
Total Nacional;Dato base;2006SM16;6.735
Total Nacional;Dato base;2006SM15;6.869
Total Nacional;Dato base;2006SM14;7.014
Total Nacional;Dato base;2006SM13;7.248
Total Nacional;Dato base;2006SM12;7.300
Total Nacional;Dato base;2006SM11;7.597
Total Nacional;Dato base;2006SM10;7.956
Total Nacional;Dato base;2006SM09;7.893
Total Nacional;Dato base;2006SM08;7.577
Total Nacional;Dato base;2006SM07;7.978
Total Nacional;Dato base;2006SM06;7.862
Total Nacional;Dato base;2006SM05;7.936
Total Nacional;Dato base;2006SM04;7.665
Total Nacional;Dato base;2006SM03;7.936
Total Nacional;Dato base;2006SM02;7.923
Total Nacional;Dato base;2006SM01;8.240
Total Nacional;Dato base;2005SM52;8.245
Total Nacional;Dato base;2005SM51;7.833
Total Nacional;Dato base;2005SM50;7.493
Total Nacional;Dato base;2005SM49;7.153
Total Nacional;Dato base;2005SM48;7.528
Total Nacional;Dato base;2005SM47;7.025
Total Nacional;Dato base;2005SM46;7.051
Total Nacional;Dato base;2005SM45;6.784
Total Nacional;Dato base;2005SM44;6.452
Total Nacional;Dato base;2005SM43;6.665
Total Nacional;Dato base;2005SM42;6.533
Total Nacional;Dato base;2005SM41;6.565
Total Nacional;Dato base;2005SM40;6.375
Total Nacional;Dato base;2005SM39;6.338
Total Nacional;Dato base;2005SM38;6.006
Total Nacional;Dato base;2005SM37;6.143
Total Nacional;Dato base;2005SM36;5.942
Total Nacional;Dato base;2005SM35;6.321
Total Nacional;Dato base;2005SM34;6.079
Total Nacional;Dato base;2005SM33;6.096
Total Nacional;Dato base;2005SM32;6.374
Total Nacional;Dato base;2005SM31;6.233
Total Nacional;Dato base;2005SM30;6.369
Total Nacional;Dato base;2005SM29;6.423
Total Nacional;Dato base;2005SM28;6.489
Total Nacional;Dato base;2005SM27;6.271
Total Nacional;Dato base;2005SM26;6.570
Total Nacional;Dato base;2005SM25;6.908
Total Nacional;Dato base;2005SM24;6.578
Total Nacional;Dato base;2005SM23;6.516
Total Nacional;Dato base;2005SM22;6.528
Total Nacional;Dato base;2005SM21;6.787
Total Nacional;Dato base;2005SM20;6.627
Total Nacional;Dato base;2005SM19;6.525
Total Nacional;Dato base;2005SM18;6.816
Total Nacional;Dato base;2005SM17;6.957
Total Nacional;Dato base;2005SM16;7.022
Total Nacional;Dato base;2005SM15;7.004
Total Nacional;Dato base;2005SM14;7.113
Total Nacional;Dato base;2005SM13;7.536
Total Nacional;Dato base;2005SM12;7.894
Total Nacional;Dato base;2005SM11;8.595
Total Nacional;Dato base;2005SM10;9.000
Total Nacional;Dato base;2005SM09;8.567
Total Nacional;Dato base;2005SM08;8.823
Total Nacional;Dato base;2005SM07;8.866
Total Nacional;Dato base;2005SM06;9.599
Total Nacional;Dato base;2005SM05;10.247
Total Nacional;Dato base;2005SM04;10.154
Total Nacional;Dato base;2005SM03;11.057
Total Nacional;Dato base;2005SM02;11.299
Total Nacional;Dato base;2005SM01;10.846
Total Nacional;Dato base;2004SM53;9.596
Total Nacional;Dato base;2004SM52;8.296
Total Nacional;Dato base;2004SM51;7.837
Total Nacional;Dato base;2004SM50;7.537
Total Nacional;Dato base;2004SM49;7.513
Total Nacional;Dato base;2004SM48;7.389
Total Nacional;Dato base;2004SM47;7.338
Total Nacional;Dato base;2004SM46;6.892
Total Nacional;Dato base;2004SM45;7.067
Total Nacional;Dato base;2004SM44;6.633
Total Nacional;Dato base;2004SM43;7.021
Total Nacional;Dato base;2004SM42;6.621
Total Nacional;Dato base;2004SM41;6.609
Total Nacional;Dato base;2004SM40;6.296
Total Nacional;Dato base;2004SM39;6.200
Total Nacional;Dato base;2004SM38;6.158
Total Nacional;Dato base;2004SM37;6.235
Total Nacional;Dato base;2004SM36;6.277
Total Nacional;Dato base;2004SM35;6.381
Total Nacional;Dato base;2004SM34;6.296
Total Nacional;Dato base;2004SM33;6.507
Total Nacional;Dato base;2004SM32;6.693
Total Nacional;Dato base;2004SM31;7.034
Total Nacional;Dato base;2004SM30;6.738
Total Nacional;Dato base;2004SM29;6.274
Total Nacional;Dato base;2004SM28;6.223
Total Nacional;Dato base;2004SM27;6.868
Total Nacional;Dato base;2004SM26;6.395
Total Nacional;Dato base;2004SM25;6.421
Total Nacional;Dato base;2004SM24;6.590
Total Nacional;Dato base;2004SM23;6.512
Total Nacional;Dato base;2004SM22;6.624
Total Nacional;Dato base;2004SM21;6.927
Total Nacional;Dato base;2004SM20;6.745
Total Nacional;Dato base;2004SM19;6.827
Total Nacional;Dato base;2004SM18;6.832
Total Nacional;Dato base;2004SM17;7.029
Total Nacional;Dato base;2004SM16;7.278
Total Nacional;Dato base;2004SM15;7.070
Total Nacional;Dato base;2004SM14;7.211
Total Nacional;Dato base;2004SM13;7.171
Total Nacional;Dato base;2004SM12;7.417
Total Nacional;Dato base;2004SM11;7.751
Total Nacional;Dato base;2004SM10;7.952
Total Nacional;Dato base;2004SM09;7.579
Total Nacional;Dato base;2004SM08;7.481
Total Nacional;Dato base;2004SM07;7.339
Total Nacional;Dato base;2004SM06;7.597
Total Nacional;Dato base;2004SM05;7.669
Total Nacional;Dato base;2004SM04;8.005
Total Nacional;Dato base;2004SM03;8.053
Total Nacional;Dato base;2004SM02;8.649
Total Nacional;Dato base;2004SM01;8.684
Total Nacional;Dato base;2003SM52;8.181
Total Nacional;Dato base;2003SM51;8.031
Total Nacional;Dato base;2003SM50;8.085
Total Nacional;Dato base;2003SM49;7.977
Total Nacional;Dato base;2003SM48;7.680
Total Nacional;Dato base;2003SM47;7.444
Total Nacional;Dato base;2003SM46;7.598
Total Nacional;Dato base;2003SM45;7.496
Total Nacional;Dato base;2003SM44;7.139
Total Nacional;Dato base;2003SM43;6.822
Total Nacional;Dato base;2003SM42;6.650
Total Nacional;Dato base;2003SM41;6.551
Total Nacional;Dato base;2003SM40;6.230
Total Nacional;Dato base;2003SM39;6.473
Total Nacional;Dato base;2003SM38;6.612
Total Nacional;Dato base;2003SM37;6.198
Total Nacional;Dato base;2003SM36;6.268
Total Nacional;Dato base;2003SM35;6.564
Total Nacional;Dato base;2003SM34;7.003
Total Nacional;Dato base;2003SM33;8.774
Total Nacional;Dato base;2003SM32;8.654
Total Nacional;Dato base;2003SM31;7.777
Total Nacional;Dato base;2003SM30;7.188
Total Nacional;Dato base;2003SM29;6.855
Total Nacional;Dato base;2003SM28;7.120
Total Nacional;Dato base;2003SM27;6.650
Total Nacional;Dato base;2003SM26;7.363
Total Nacional;Dato base;2003SM25;7.727
Total Nacional;Dato base;2003SM24;7.690
Total Nacional;Dato base;2003SM23;6.805
Total Nacional;Dato base;2003SM22;6.914
Total Nacional;Dato base;2003SM21;6.750
Total Nacional;Dato base;2003SM20;6.887
Total Nacional;Dato base;2003SM19;6.690
Total Nacional;Dato base;2003SM18;6.899
Total Nacional;Dato base;2003SM17;7.062
Total Nacional;Dato base;2003SM16;7.061
Total Nacional;Dato base;2003SM15;7.194
Total Nacional;Dato base;2003SM14;7.077
Total Nacional;Dato base;2003SM13;7.206
Total Nacional;Dato base;2003SM12;7.164
Total Nacional;Dato base;2003SM11;7.207
Total Nacional;Dato base;2003SM10;7.559
Total Nacional;Dato base;2003SM09;7.694
Total Nacional;Dato base;2003SM08;8.005
Total Nacional;Dato base;2003SM07;7.658
Total Nacional;Dato base;2003SM06;8.127
Total Nacional;Dato base;2003SM05;8.051
Total Nacional;Dato base;2003SM04;8.248
Total Nacional;Dato base;2003SM03;8.410
Total Nacional;Dato base;2003SM02;7.673
Total Nacional;Dato base;2003SM01;7.783
Total Nacional;Dato base;2002SM52;7.438
Total Nacional;Dato base;2002SM51;7.497
Total Nacional;Dato base;2002SM50;7.453
Total Nacional;Dato base;2002SM49;7.222
Total Nacional;Dato base;2002SM48;7.133
Total Nacional;Dato base;2002SM47;6.699
Total Nacional;Dato base;2002SM46;6.790
Total Nacional;Dato base;2002SM45;6.682
Total Nacional;Dato base;2002SM44;6.615
Total Nacional;Dato base;2002SM43;6.646
Total Nacional;Dato base;2002SM42;6.611
Total Nacional;Dato base;2002SM41;6.390
Total Nacional;Dato base;2002SM40;6.267
Total Nacional;Dato base;2002SM39;6.180
Total Nacional;Dato base;2002SM38;6.220
Total Nacional;Dato base;2002SM37;6.034
Total Nacional;Dato base;2002SM36;6.042
Total Nacional;Dato base;2002SM35;6.044
Total Nacional;Dato base;2002SM34;6.043
Total Nacional;Dato base;2002SM33;6.116
Total Nacional;Dato base;2002SM32;6.068
Total Nacional;Dato base;2002SM31;6.477
Total Nacional;Dato base;2002SM30;6.525
Total Nacional;Dato base;2002SM29;6.504
Total Nacional;Dato base;2002SM28;6.217
Total Nacional;Dato base;2002SM27;6.470
Total Nacional;Dato base;2002SM26;6.698
Total Nacional;Dato base;2002SM25;6.981
Total Nacional;Dato base;2002SM24;6.802
Total Nacional;Dato base;2002SM23;6.270
Total Nacional;Dato base;2002SM22;6.385
Total Nacional;Dato base;2002SM21;6.562
Total Nacional;Dato base;2002SM20;6.617
Total Nacional;Dato base;2002SM19;6.466
Total Nacional;Dato base;2002SM18;6.629
Total Nacional;Dato base;2002SM17;6.999
Total Nacional;Dato base;2002SM16;6.995
Total Nacional;Dato base;2002SM15;7.029
Total Nacional;Dato base;2002SM14;7.205
Total Nacional;Dato base;2002SM13;6.847
Total Nacional;Dato base;2002SM12;7.442
Total Nacional;Dato base;2002SM11;7.545
Total Nacional;Dato base;2002SM10;7.821
Total Nacional;Dato base;2002SM09;7.874
Total Nacional;Dato base;2002SM08;8.079
Total Nacional;Dato base;2002SM07;8.186
Total Nacional;Dato base;2002SM06;8.518
Total Nacional;Dato base;2002SM05;8.845
Total Nacional;Dato base;2002SM04;8.798
Total Nacional;Dato base;2002SM03;8.968
Total Nacional;Dato base;2002SM02;9.076
Total Nacional;Dato base;2002SM01;9.120
Total Nacional;Dato base;2001SM52;8.716
Total Nacional;Dato base;2001SM51;8.002
Total Nacional;Dato base;2001SM50;7.551
Total Nacional;Dato base;2001SM49;7.327
Total Nacional;Dato base;2001SM48;7.351
Total Nacional;Dato base;2001SM47;7.275
Total Nacional;Dato base;2001SM46;7.319
Total Nacional;Dato base;2001SM45;6.634
Total Nacional;Dato base;2001SM44;6.411
Total Nacional;Dato base;2001SM43;6.516
Total Nacional;Dato base;2001SM42;6.356
Total Nacional;Dato base;2001SM41;6.395
Total Nacional;Dato base;2001SM40;6.436
Total Nacional;Dato base;2001SM39;6.172
Total Nacional;Dato base;2001SM38;6.058
Total Nacional;Dato base;2001SM37;6.020
Total Nacional;Dato base;2001SM36;6.147
Total Nacional;Dato base;2001SM35;6.299
Total Nacional;Dato base;2001SM34;6.544
Total Nacional;Dato base;2001SM33;6.546
Total Nacional;Dato base;2001SM32;6.796
Total Nacional;Dato base;2001SM31;7.179
Total Nacional;Dato base;2001SM30;6.380
Total Nacional;Dato base;2001SM29;6.129
Total Nacional;Dato base;2001SM28;6.474
Total Nacional;Dato base;2001SM27;6.763
Total Nacional;Dato base;2001SM26;6.951
Total Nacional;Dato base;2001SM25;6.539
Total Nacional;Dato base;2001SM24;6.256
Total Nacional;Dato base;2001SM23;6.560
Total Nacional;Dato base;2001SM22;7.196
Total Nacional;Dato base;2001SM21;6.752
Total Nacional;Dato base;2001SM20;6.763
Total Nacional;Dato base;2001SM19;6.769
Total Nacional;Dato base;2001SM18;6.665
Total Nacional;Dato base;2001SM17;6.796
Total Nacional;Dato base;2001SM16;6.654
Total Nacional;Dato base;2001SM15;6.629
Total Nacional;Dato base;2001SM14;6.714
Total Nacional;Dato base;2001SM13;6.591
Total Nacional;Dato base;2001SM12;6.784
Total Nacional;Dato base;2001SM11;6.829
Total Nacional;Dato base;2001SM10;7.431
Total Nacional;Dato base;2001SM09;7.425
Total Nacional;Dato base;2001SM08;7.141
Total Nacional;Dato base;2001SM07;7.239
Total Nacional;Dato base;2001SM06;7.147
Total Nacional;Dato base;2001SM05;7.359
Total Nacional;Dato base;2001SM04;7.435
Total Nacional;Dato base;2001SM03;7.138
Total Nacional;Dato base;2001SM02;7.281
Total Nacional;Dato base;2001SM01;7.465
Total Nacional;Dato base;2000SM52;7.206
Total Nacional;Dato base;2000SM51;6.969
Total Nacional;Dato base;2000SM50;6.779
Total Nacional;Dato base;2000SM49;6.624
Total Nacional;Dato base;2000SM48;6.833
Total Nacional;Dato base;2000SM47;6.949
Total Nacional;Dato base;2000SM46;6.795
Total Nacional;Dato base;2000SM45;6.742
Total Nacional;Dato base;2000SM44;6.342
Total Nacional;Dato base;2000SM43;6.614
Total Nacional;Dato base;2000SM42;6.603
Total Nacional;Dato base;2000SM41;6.382
Total Nacional;Dato base;2000SM40;6.260
Total Nacional;Dato base;2000SM39;5.899
Total Nacional;Dato base;2000SM38;5.693
Total Nacional;Dato base;2000SM37;6.077
Total Nacional;Dato base;2000SM36;5.964
Total Nacional;Dato base;2000SM35;6.056
Total Nacional;Dato base;2000SM34;6.119
Total Nacional;Dato base;2000SM33;6.489
Total Nacional;Dato base;2000SM32;6.200
Total Nacional;Dato base;2000SM31;6.355
Total Nacional;Dato base;2000SM30;6.152
Total Nacional;Dato base;2000SM29;6.359
Total Nacional;Dato base;2000SM28;6.071
Total Nacional;Dato base;2000SM27;6.385
Total Nacional;Dato base;2000SM26;6.309
Total Nacional;Dato base;2000SM25;6.324
Total Nacional;Dato base;2000SM24;6.538
Total Nacional;Dato base;2000SM23;6.147
Total Nacional;Dato base;2000SM22;6.630
Total Nacional;Dato base;2000SM21;6.052
Total Nacional;Dato base;2000SM20;6.392
Total Nacional;Dato base;2000SM19;6.305
Total Nacional;Dato base;2000SM18;6.627
Total Nacional;Dato base;2000SM17;6.553
Total Nacional;Dato base;2000SM16;6.793
Total Nacional;Dato base;2000SM15;7.011
Total Nacional;Dato base;2000SM14;6.793
Total Nacional;Dato base;2000SM13;6.846
Total Nacional;Dato base;2000SM12;6.566
Total Nacional;Dato base;2000SM11;6.647
Total Nacional;Dato base;2000SM10;6.918
Total Nacional;Dato base;2000SM09;7.014
Total Nacional;Dato base;2000SM08;7.219
Total Nacional;Dato base;2000SM07;7.514
Total Nacional;Dato base;2000SM06;7.858
Total Nacional;Dato base;2000SM05;8.759
Total Nacional;Dato base;2000SM04;9.426
Total Nacional;Dato base;2000SM03;9.626
Total Nacional;Dato base;2000SM02;9.875
Total Nacional;Dato base;2000SM01;9.414
Total Nacional;Acumulado en lo que va de año;2020SM41;384.618
Total Nacional;Acumulado en lo que va de año;2020SM40;376.347
Total Nacional;Acumulado en lo que va de año;2020SM39;368.128
Total Nacional;Acumulado en lo que va de año;2020SM38;359.888
Total Nacional;Acumulado en lo que va de año;2020SM37;351.585
Total Nacional;Acumulado en lo que va de año;2020SM36;343.424
Total Nacional;Acumulado en lo que va de año;2020SM35;335.542
Total Nacional;Acumulado en lo que va de año;2020SM34;327.501
