Provincias;Sexo;Periodo;Total
33 Asturias;Hombres;1997;6.256
33 Asturias;Hombres;1996;6.371
33 Asturias;Hombres;1995;6.343
33 Asturias;Hombres;1994;5.999
33 Asturias;Hombres;1993;6.255
33 Asturias;Hombres;1992;6.024
33 Asturias;Hombres;1991;6.059
33 Asturias;Hombres;1990;6.100
33 Asturias;Hombres;1989;5.911
33 Asturias;Hombres;1988;5.728
33 Asturias;Hombres;1987;5.612
33 Asturias;Hombres;1986;5.557
33 Asturias;Hombres;1985;5.809
33 Asturias;Hombres;1984;5.504
33 Asturias;Hombres;1983;5.361
33 Asturias;Hombres;1982;5.392
33 Asturias;Hombres;1981;5.301
33 Asturias;Hombres;1980;5.409
33 Asturias;Hombres;1979;5.257
33 Asturias;Hombres;1978;5.069
33 Asturias;Hombres;1977;5.209
33 Asturias;Hombres;1976;5.059
33 Asturias;Hombres;1975;5.085
33 Asturias;Mujeres;2018;6.817
33 Asturias;Mujeres;2017;6.763
33 Asturias;Mujeres;2016;6.743
33 Asturias;Mujeres;2015;6.940
33 Asturias;Mujeres;2014;6.441
33 Asturias;Mujeres;2013;6.365
33 Asturias;Mujeres;2012;6.512
33 Asturias;Mujeres;2011;6.240
33 Asturias;Mujeres;2010;6.239
33 Asturias;Mujeres;2009;6.351
33 Asturias;Mujeres;2008;6.337
33 Asturias;Mujeres;2007;6.205
33 Asturias;Mujeres;2006;5.957
33 Asturias;Mujeres;2005;6.213
33 Asturias;Mujeres;2004;6.079
33 Asturias;Mujeres;2003;6.187
33 Asturias;Mujeres;2002;6.020
33 Asturias;Mujeres;2001;5.730
33 Asturias;Mujeres;2000;6.034
33 Asturias;Mujeres;1999;6.060
33 Asturias;Mujeres;1998;5.801
33 Asturias;Mujeres;1997;5.532
33 Asturias;Mujeres;1996;5.785
33 Asturias;Mujeres;1995;5.646
33 Asturias;Mujeres;1994;5.272
33 Asturias;Mujeres;1993;5.463
33 Asturias;Mujeres;1992;5.354
33 Asturias;Mujeres;1991;5.446
33 Asturias;Mujeres;1990;5.316
33 Asturias;Mujeres;1989;5.097
33 Asturias;Mujeres;1988;5.182
33 Asturias;Mujeres;1987;5.095
33 Asturias;Mujeres;1986;5.022
33 Asturias;Mujeres;1985;5.126
33 Asturias;Mujeres;1984;4.905
33 Asturias;Mujeres;1983;4.876
33 Asturias;Mujeres;1982;4.681
33 Asturias;Mujeres;1981;4.571
33 Asturias;Mujeres;1980;4.906
33 Asturias;Mujeres;1979;4.679
33 Asturias;Mujeres;1978;4.524
33 Asturias;Mujeres;1977;4.918
33 Asturias;Mujeres;1976;4.656
33 Asturias;Mujeres;1975;4.620
05 Ávila;Total;2018;2.039
05 Ávila;Total;2017;2.162
05 Ávila;Total;2016;1.992
05 Ávila;Total;2015;2.146
05 Ávila;Total;2014;2.040
05 Ávila;Total;2013;2.064
05 Ávila;Total;2012;2.102
05 Ávila;Total;2011;2.044
05 Ávila;Total;2010;2.062
05 Ávila;Total;2009;1.994
05 Ávila;Total;2008;2.014
05 Ávila;Total;2007;2.118
05 Ávila;Total;2006;2.057
05 Ávila;Total;2005;2.063
05 Ávila;Total;2004;2.026
05 Ávila;Total;2003;1.977
05 Ávila;Total;2002;2.023
05 Ávila;Total;2001;2.008
05 Ávila;Total;2000;1.937
05 Ávila;Total;1999;1.976
05 Ávila;Total;1998;2.081
05 Ávila;Total;1997;1.925
05 Ávila;Total;1996;1.929
05 Ávila;Total;1995;1.942
05 Ávila;Total;1994;1.900
05 Ávila;Total;1993;1.781
05 Ávila;Total;1992;1.772
05 Ávila;Total;1991;1.833
05 Ávila;Total;1990;1.823
05 Ávila;Total;1989;1.738
05 Ávila;Total;1988;1.699
05 Ávila;Total;1987;1.674
05 Ávila;Total;1986;1.676
05 Ávila;Total;1985;1.640
05 Ávila;Total;1984;1.569
05 Ávila;Total;1983;1.508
05 Ávila;Total;1982;1.481
05 Ávila;Total;1981;1.570
05 Ávila;Total;1980;1.423
05 Ávila;Total;1979;1.614
05 Ávila;Total;1978;1.733
05 Ávila;Total;1977;1.809
05 Ávila;Total;1976;1.788
05 Ávila;Total;1975;1.915
05 Ávila;Hombres;2018;1.026
05 Ávila;Hombres;2017;1.088
05 Ávila;Hombres;2016;1.048
05 Ávila;Hombres;2015;1.085
05 Ávila;Hombres;2014;1.058
05 Ávila;Hombres;2013;1.087
05 Ávila;Hombres;2012;1.083
05 Ávila;Hombres;2011;1.055
05 Ávila;Hombres;2010;1.112
05 Ávila;Hombres;2009;1.021
05 Ávila;Hombres;2008;1.029
05 Ávila;Hombres;2007;1.139
05 Ávila;Hombres;2006;1.090
05 Ávila;Hombres;2005;1.118
05 Ávila;Hombres;2004;1.083
05 Ávila;Hombres;2003;1.055
05 Ávila;Hombres;2002;1.075
05 Ávila;Hombres;2001;1.066
05 Ávila;Hombres;2000;1.040
05 Ávila;Hombres;1999;1.043
05 Ávila;Hombres;1998;1.155
05 Ávila;Hombres;1997;1.029
05 Ávila;Hombres;1996;1.030
05 Ávila;Hombres;1995;1.057
05 Ávila;Hombres;1994;1.012
05 Ávila;Hombres;1993;974
05 Ávila;Hombres;1992;907
05 Ávila;Hombres;1991;1.010
05 Ávila;Hombres;1990;925
05 Ávila;Hombres;1989;937
05 Ávila;Hombres;1988;865
05 Ávila;Hombres;1987;929
05 Ávila;Hombres;1986;887
05 Ávila;Hombres;1985;869
05 Ávila;Hombres;1984;815
05 Ávila;Hombres;1983;785
05 Ávila;Hombres;1982;813
05 Ávila;Hombres;1981;806
05 Ávila;Hombres;1980;771
05 Ávila;Hombres;1979;853
05 Ávila;Hombres;1978;869
05 Ávila;Hombres;1977;944
05 Ávila;Hombres;1976;960
05 Ávila;Hombres;1975;1.008
05 Ávila;Mujeres;2018;1.013
05 Ávila;Mujeres;2017;1.074
05 Ávila;Mujeres;2016;944
05 Ávila;Mujeres;2015;1.061
05 Ávila;Mujeres;2014;982
05 Ávila;Mujeres;2013;977
05 Ávila;Mujeres;2012;1.019
05 Ávila;Mujeres;2011;989
05 Ávila;Mujeres;2010;950
05 Ávila;Mujeres;2009;973
05 Ávila;Mujeres;2008;985
05 Ávila;Mujeres;2007;979
05 Ávila;Mujeres;2006;967
05 Ávila;Mujeres;2005;945
05 Ávila;Mujeres;2004;943
05 Ávila;Mujeres;2003;922
05 Ávila;Mujeres;2002;948
05 Ávila;Mujeres;2001;942
05 Ávila;Mujeres;2000;897
05 Ávila;Mujeres;1999;933
05 Ávila;Mujeres;1998;926
05 Ávila;Mujeres;1997;896
05 Ávila;Mujeres;1996;899
05 Ávila;Mujeres;1995;885
05 Ávila;Mujeres;1994;888
05 Ávila;Mujeres;1993;807
05 Ávila;Mujeres;1992;865
05 Ávila;Mujeres;1991;823
05 Ávila;Mujeres;1990;898
05 Ávila;Mujeres;1989;801
05 Ávila;Mujeres;1988;834
05 Ávila;Mujeres;1987;745
05 Ávila;Mujeres;1986;789
05 Ávila;Mujeres;1985;771
05 Ávila;Mujeres;1984;754
05 Ávila;Mujeres;1983;723
05 Ávila;Mujeres;1982;668
05 Ávila;Mujeres;1981;764
05 Ávila;Mujeres;1980;652
05 Ávila;Mujeres;1979;761
05 Ávila;Mujeres;1978;864
05 Ávila;Mujeres;1977;865
05 Ávila;Mujeres;1976;828
05 Ávila;Mujeres;1975;907
06 Badajoz;Total;2018;6.913
06 Badajoz;Total;2017;6.896
06 Badajoz;Total;2016;6.755
06 Badajoz;Total;2015;6.898
06 Badajoz;Total;2014;6.560
06 Badajoz;Total;2013;6.608
06 Badajoz;Total;2012;6.814
06 Badajoz;Total;2011;6.408
06 Badajoz;Total;2010;6.642
06 Badajoz;Total;2009;6.573
06 Badajoz;Total;2008;6.358
06 Badajoz;Total;2007;6.517
06 Badajoz;Total;2006;6.362
06 Badajoz;Total;2005;6.853
06 Badajoz;Total;2004;6.306
06 Badajoz;Total;2003;6.750
06 Badajoz;Total;2002;6.536
06 Badajoz;Total;2001;6.205
06 Badajoz;Total;2000;6.301
06 Badajoz;Total;1999;6.551
06 Badajoz;Total;1998;6.411
06 Badajoz;Total;1997;6.255
06 Badajoz;Total;1996;6.399
06 Badajoz;Total;1995;6.297
06 Badajoz;Total;1994;6.202
06 Badajoz;Total;1993;6.538
06 Badajoz;Total;1992;6.293
06 Badajoz;Total;1991;6.570
06 Badajoz;Total;1990;6.397
06 Badajoz;Total;1989;6.305
06 Badajoz;Total;1988;6.193
06 Badajoz;Total;1987;6.102
06 Badajoz;Total;1986;6.204
06 Badajoz;Total;1985;6.042
06 Badajoz;Total;1984;6.106
06 Badajoz;Total;1983;6.418
06 Badajoz;Total;1982;5.850
06 Badajoz;Total;1981;6.139
06 Badajoz;Total;1980;5.852
06 Badajoz;Total;1979;6.122
06 Badajoz;Total;1978;6.358
06 Badajoz;Total;1977;6.277
06 Badajoz;Total;1976;6.325
06 Badajoz;Total;1975;6.234
06 Badajoz;Hombres;2018;3.510
06 Badajoz;Hombres;2017;3.474
06 Badajoz;Hombres;2016;3.438
06 Badajoz;Hombres;2015;3.515
06 Badajoz;Hombres;2014;3.349
06 Badajoz;Hombres;2013;3.372
06 Badajoz;Hombres;2012;3.530
06 Badajoz;Hombres;2011;3.385
06 Badajoz;Hombres;2010;3.440
06 Badajoz;Hombres;2009;3.494
06 Badajoz;Hombres;2008;3.261
06 Badajoz;Hombres;2007;3.416
06 Badajoz;Hombres;2006;3.350
06 Badajoz;Hombres;2005;3.569
06 Badajoz;Hombres;2004;3.264
06 Badajoz;Hombres;2003;3.454
06 Badajoz;Hombres;2002;3.454
06 Badajoz;Hombres;2001;3.259
06 Badajoz;Hombres;2000;3.324
06 Badajoz;Hombres;1999;3.396
06 Badajoz;Hombres;1998;3.322
06 Badajoz;Hombres;1997;3.278
06 Badajoz;Hombres;1996;3.344
06 Badajoz;Hombres;1995;3.305
06 Badajoz;Hombres;1994;3.276
06 Badajoz;Hombres;1993;3.330
06 Badajoz;Hombres;1992;3.244
06 Badajoz;Hombres;1991;3.470
06 Badajoz;Hombres;1990;3.325
06 Badajoz;Hombres;1989;3.210
06 Badajoz;Hombres;1988;3.242
06 Badajoz;Hombres;1987;3.138
06 Badajoz;Hombres;1986;3.267
06 Badajoz;Hombres;1985;3.098
06 Badajoz;Hombres;1984;3.190
06 Badajoz;Hombres;1983;3.287
06 Badajoz;Hombres;1982;3.035
06 Badajoz;Hombres;1981;3.254
06 Badajoz;Hombres;1980;3.087
06 Badajoz;Hombres;1979;3.187
06 Badajoz;Hombres;1978;3.404
06 Badajoz;Hombres;1977;3.282
06 Badajoz;Hombres;1976;3.324
06 Badajoz;Hombres;1975;3.254
06 Badajoz;Mujeres;2018;3.403
06 Badajoz;Mujeres;2017;3.422
06 Badajoz;Mujeres;2016;3.317
06 Badajoz;Mujeres;2015;3.383
06 Badajoz;Mujeres;2014;3.211
06 Badajoz;Mujeres;2013;3.236
06 Badajoz;Mujeres;2012;3.284
06 Badajoz;Mujeres;2011;3.023
06 Badajoz;Mujeres;2010;3.202
06 Badajoz;Mujeres;2009;3.079
06 Badajoz;Mujeres;2008;3.097
06 Badajoz;Mujeres;2007;3.101
06 Badajoz;Mujeres;2006;3.012
06 Badajoz;Mujeres;2005;3.284
06 Badajoz;Mujeres;2004;3.042
06 Badajoz;Mujeres;2003;3.296
06 Badajoz;Mujeres;2002;3.082
06 Badajoz;Mujeres;2001;2.946
06 Badajoz;Mujeres;2000;2.977
06 Badajoz;Mujeres;1999;3.155
06 Badajoz;Mujeres;1998;3.089
06 Badajoz;Mujeres;1997;2.977
06 Badajoz;Mujeres;1996;3.055
06 Badajoz;Mujeres;1995;2.992
06 Badajoz;Mujeres;1994;2.926
06 Badajoz;Mujeres;1993;3.208
06 Badajoz;Mujeres;1992;3.049
06 Badajoz;Mujeres;1991;3.100
06 Badajoz;Mujeres;1990;3.072
06 Badajoz;Mujeres;1989;3.095
06 Badajoz;Mujeres;1988;2.951
06 Badajoz;Mujeres;1987;2.964
06 Badajoz;Mujeres;1986;2.937
06 Badajoz;Mujeres;1985;2.944
06 Badajoz;Mujeres;1984;2.916
06 Badajoz;Mujeres;1983;3.131
06 Badajoz;Mujeres;1982;2.815
06 Badajoz;Mujeres;1981;2.885
06 Badajoz;Mujeres;1980;2.765
06 Badajoz;Mujeres;1979;2.935
06 Badajoz;Mujeres;1978;2.954
06 Badajoz;Mujeres;1977;2.995
06 Badajoz;Mujeres;1976;3.001
06 Badajoz;Mujeres;1975;2.980
07 Balears, Illes;Total;2018;8.206
07 Balears, Illes;Total;2017;8.353
07 Balears, Illes;Total;2016;7.939
07 Balears, Illes;Total;2015;8.322
07 Balears, Illes;Total;2014;7.847
07 Balears, Illes;Total;2013;7.660
07 Balears, Illes;Total;2012;8.068
07 Balears, Illes;Total;2011;7.668
07 Balears, Illes;Total;2010;7.683
07 Balears, Illes;Total;2009;7.794
07 Balears, Illes;Total;2008;7.488
07 Balears, Illes;Total;2007;7.233
07 Balears, Illes;Total;2006;7.250
07 Balears, Illes;Total;2005;7.361
07 Balears, Illes;Total;2004;7.050
07 Balears, Illes;Total;2003;7.355
07 Balears, Illes;Total;2002;7.114
07 Balears, Illes;Total;2001;7.020
07 Balears, Illes;Total;2000;7.310
07 Balears, Illes;Total;1999;7.418
07 Balears, Illes;Total;1998;7.079
07 Balears, Illes;Total;1997;6.962
07 Balears, Illes;Total;1996;6.789
07 Balears, Illes;Total;1995;6.894
07 Balears, Illes;Total;1994;6.664
07 Balears, Illes;Total;1993;6.796
07 Balears, Illes;Total;1992;6.641
07 Balears, Illes;Total;1991;6.895
07 Balears, Illes;Total;1990;6.742
07 Balears, Illes;Total;1989;6.716
07 Balears, Illes;Total;1988;6.237
07 Balears, Illes;Total;1987;6.363
07 Balears, Illes;Total;1986;6.619
07 Balears, Illes;Total;1985;6.495
07 Balears, Illes;Total;1984;6.134
07 Balears, Illes;Total;1983;6.478
07 Balears, Illes;Total;1982;5.707
07 Balears, Illes;Total;1981;5.438
07 Balears, Illes;Total;1980;5.520
07 Balears, Illes;Total;1979;5.652
07 Balears, Illes;Total;1978;5.572
07 Balears, Illes;Total;1977;5.688
07 Balears, Illes;Total;1976;5.760
07 Balears, Illes;Total;1975;5.803
07 Balears, Illes;Hombres;2018;4.236
07 Balears, Illes;Hombres;2017;4.286
07 Balears, Illes;Hombres;2016;4.014
07 Balears, Illes;Hombres;2015;4.307
07 Balears, Illes;Hombres;2014;4.049
07 Balears, Illes;Hombres;2013;3.908
07 Balears, Illes;Hombres;2012;4.132
07 Balears, Illes;Hombres;2011;4.027
07 Balears, Illes;Hombres;2010;3.991
07 Balears, Illes;Hombres;2009;4.024
07 Balears, Illes;Hombres;2008;3.907
07 Balears, Illes;Hombres;2007;3.812
07 Balears, Illes;Hombres;2006;3.811
07 Balears, Illes;Hombres;2005;3.876
07 Balears, Illes;Hombres;2004;3.757
07 Balears, Illes;Hombres;2003;3.848
07 Balears, Illes;Hombres;2002;3.725
07 Balears, Illes;Hombres;2001;3.692
07 Balears, Illes;Hombres;2000;3.839
07 Balears, Illes;Hombres;1999;3.968
07 Balears, Illes;Hombres;1998;3.667
07 Balears, Illes;Hombres;1997;3.740
07 Balears, Illes;Hombres;1996;3.697
07 Balears, Illes;Hombres;1995;3.726
07 Balears, Illes;Hombres;1994;3.495
07 Balears, Illes;Hombres;1993;3.676
07 Balears, Illes;Hombres;1992;3.605
07 Balears, Illes;Hombres;1991;3.655
07 Balears, Illes;Hombres;1990;3.699
07 Balears, Illes;Hombres;1989;3.555
07 Balears, Illes;Hombres;1988;3.280
07 Balears, Illes;Hombres;1987;3.413
07 Balears, Illes;Hombres;1986;3.614
07 Balears, Illes;Hombres;1985;3.693
07 Balears, Illes;Hombres;1984;3.370
07 Balears, Illes;Hombres;1983;3.490
07 Balears, Illes;Hombres;1982;3.085
07 Balears, Illes;Hombres;1981;2.876
07 Balears, Illes;Hombres;1980;2.921
07 Balears, Illes;Hombres;1979;2.998
07 Balears, Illes;Hombres;1978;2.946
07 Balears, Illes;Hombres;1977;2.944
07 Balears, Illes;Hombres;1976;3.028
07 Balears, Illes;Hombres;1975;3.006
07 Balears, Illes;Mujeres;2018;3.970
07 Balears, Illes;Mujeres;2017;4.067
07 Balears, Illes;Mujeres;2016;3.925
07 Balears, Illes;Mujeres;2015;4.015
07 Balears, Illes;Mujeres;2014;3.798
07 Balears, Illes;Mujeres;2013;3.752
07 Balears, Illes;Mujeres;2012;3.936
07 Balears, Illes;Mujeres;2011;3.641
07 Balears, Illes;Mujeres;2010;3.692
07 Balears, Illes;Mujeres;2009;3.770
07 Balears, Illes;Mujeres;2008;3.581
07 Balears, Illes;Mujeres;2007;3.421
07 Balears, Illes;Mujeres;2006;3.439
07 Balears, Illes;Mujeres;2005;3.485
07 Balears, Illes;Mujeres;2004;3.293
07 Balears, Illes;Mujeres;2003;3.507
07 Balears, Illes;Mujeres;2002;3.389
07 Balears, Illes;Mujeres;2001;3.328
07 Balears, Illes;Mujeres;2000;3.471
07 Balears, Illes;Mujeres;1999;3.450
07 Balears, Illes;Mujeres;1998;3.412
07 Balears, Illes;Mujeres;1997;3.222
07 Balears, Illes;Mujeres;1996;3.092
07 Balears, Illes;Mujeres;1995;3.168
07 Balears, Illes;Mujeres;1994;3.169
07 Balears, Illes;Mujeres;1993;3.120
07 Balears, Illes;Mujeres;1992;3.036
07 Balears, Illes;Mujeres;1991;3.240
07 Balears, Illes;Mujeres;1990;3.043
07 Balears, Illes;Mujeres;1989;3.161
07 Balears, Illes;Mujeres;1988;2.957
07 Balears, Illes;Mujeres;1987;2.950
07 Balears, Illes;Mujeres;1986;3.005
07 Balears, Illes;Mujeres;1985;2.802
07 Balears, Illes;Mujeres;1984;2.764
07 Balears, Illes;Mujeres;1983;2.988
07 Balears, Illes;Mujeres;1982;2.622
07 Balears, Illes;Mujeres;1981;2.562
07 Balears, Illes;Mujeres;1980;2.599
07 Balears, Illes;Mujeres;1979;2.654
07 Balears, Illes;Mujeres;1978;2.626
07 Balears, Illes;Mujeres;1977;2.744
07 Balears, Illes;Mujeres;1976;2.732
07 Balears, Illes;Mujeres;1975;2.797
08 Barcelona;Total;2018;48.413
08 Barcelona;Total;2017;48.414
08 Barcelona;Total;2016;46.277
08 Barcelona;Total;2015;47.051
08 Barcelona;Total;2014;44.685
08 Barcelona;Total;2013;44.407
08 Barcelona;Total;2012;45.939
08 Barcelona;Total;2011;43.818
08 Barcelona;Total;2010;43.421
08 Barcelona;Total;2009;43.933
08 Barcelona;Total;2008;43.827
08 Barcelona;Total;2007;43.997
08 Barcelona;Total;2006;42.286
08 Barcelona;Total;2005;45.229
08 Barcelona;Total;2004;42.245
08 Barcelona;Total;2003;44.815
08 Barcelona;Total;2002;42.555
08 Barcelona;Total;2001;41.955
08 Barcelona;Total;2000;41.468
08 Barcelona;Total;1999;43.417
08 Barcelona;Total;1998;41.653
08 Barcelona;Total;1997;41.007
08 Barcelona;Total;1996;40.169
08 Barcelona;Total;1995;40.167
08 Barcelona;Total;1994;39.010
08 Barcelona;Total;1993;39.608
08 Barcelona;Total;1992;38.997
08 Barcelona;Total;1991;39.437
08 Barcelona;Total;1990;39.240
08 Barcelona;Total;1989;37.916
08 Barcelona;Total;1988;36.692
08 Barcelona;Total;1987;35.365
08 Barcelona;Total;1986;35.018
08 Barcelona;Total;1985;34.564
08 Barcelona;Total;1984;32.566
08 Barcelona;Total;1983;32.809
08 Barcelona;Total;1982;29.098
08 Barcelona;Total;1981;29.660
08 Barcelona;Total;1980;29.937
08 Barcelona;Total;1979;30.262
08 Barcelona;Total;1978;31.117
08 Barcelona;Total;1977;31.083
08 Barcelona;Total;1976;32.171
08 Barcelona;Total;1975;32.879
08 Barcelona;Hombres;2018;23.958
08 Barcelona;Hombres;2017;24.036
08 Barcelona;Hombres;2016;22.915
08 Barcelona;Hombres;2015;23.080
08 Barcelona;Hombres;2014;22.186
08 Barcelona;Hombres;2013;22.317
08 Barcelona;Hombres;2012;22.942
08 Barcelona;Hombres;2011;22.085
08 Barcelona;Hombres;2010;22.034
08 Barcelona;Hombres;2009;22.065
08 Barcelona;Hombres;2008;21.990
08 Barcelona;Hombres;2007;22.511
08 Barcelona;Hombres;2006;21.633
08 Barcelona;Hombres;2005;23.156
08 Barcelona;Hombres;2004;21.829
08 Barcelona;Hombres;2003;22.805
08 Barcelona;Hombres;2002;21.824
08 Barcelona;Hombres;2001;21.643
08 Barcelona;Hombres;2000;21.429
08 Barcelona;Hombres;1999;22.530
08 Barcelona;Hombres;1998;21.545
08 Barcelona;Hombres;1997;21.313
08 Barcelona;Hombres;1996;21.406
08 Barcelona;Hombres;1995;21.266
08 Barcelona;Hombres;1994;20.566
08 Barcelona;Hombres;1993;20.912
08 Barcelona;Hombres;1992;20.623
08 Barcelona;Hombres;1991;20.668
08 Barcelona;Hombres;1990;20.561
08 Barcelona;Hombres;1989;19.996
08 Barcelona;Hombres;1988;19.134
08 Barcelona;Hombres;1987;18.326
08 Barcelona;Hombres;1986;18.111
08 Barcelona;Hombres;1985;17.718
08 Barcelona;Hombres;1984;16.868
08 Barcelona;Hombres;1983;16.796
08 Barcelona;Hombres;1982;15.095
08 Barcelona;Hombres;1981;15.221
08 Barcelona;Hombres;1980;15.466
08 Barcelona;Hombres;1979;15.827
08 Barcelona;Hombres;1978;15.905
08 Barcelona;Hombres;1977;15.780
08 Barcelona;Hombres;1976;16.388
08 Barcelona;Hombres;1975;16.864
08 Barcelona;Mujeres;2018;24.455
08 Barcelona;Mujeres;2017;24.378
08 Barcelona;Mujeres;2016;23.362
08 Barcelona;Mujeres;2015;23.971
08 Barcelona;Mujeres;2014;22.499
08 Barcelona;Mujeres;2013;22.090
08 Barcelona;Mujeres;2012;22.997
08 Barcelona;Mujeres;2011;21.733
08 Barcelona;Mujeres;2010;21.387
08 Barcelona;Mujeres;2009;21.868
08 Barcelona;Mujeres;2008;21.837
08 Barcelona;Mujeres;2007;21.486
08 Barcelona;Mujeres;2006;20.653
08 Barcelona;Mujeres;2005;22.073
08 Barcelona;Mujeres;2004;20.416
08 Barcelona;Mujeres;2003;22.010
08 Barcelona;Mujeres;2002;20.731
08 Barcelona;Mujeres;2001;20.312
08 Barcelona;Mujeres;2000;20.039
08 Barcelona;Mujeres;1999;20.887
08 Barcelona;Mujeres;1998;20.108
08 Barcelona;Mujeres;1997;19.694
08 Barcelona;Mujeres;1996;18.763
08 Barcelona;Mujeres;1995;18.901
08 Barcelona;Mujeres;1994;18.444
08 Barcelona;Mujeres;1993;18.696
08 Barcelona;Mujeres;1992;18.374
08 Barcelona;Mujeres;1991;18.769
08 Barcelona;Mujeres;1990;18.679
08 Barcelona;Mujeres;1989;17.920
08 Barcelona;Mujeres;1988;17.558
08 Barcelona;Mujeres;1987;17.039
08 Barcelona;Mujeres;1986;16.907
08 Barcelona;Mujeres;1985;16.846
08 Barcelona;Mujeres;1984;15.698
08 Barcelona;Mujeres;1983;16.013
08 Barcelona;Mujeres;1982;14.003
08 Barcelona;Mujeres;1981;14.439
08 Barcelona;Mujeres;1980;14.471
08 Barcelona;Mujeres;1979;14.435
08 Barcelona;Mujeres;1978;15.212
08 Barcelona;Mujeres;1977;15.303
08 Barcelona;Mujeres;1976;15.783
08 Barcelona;Mujeres;1975;16.015
48 Bizkaia;Total;2018;11.963
48 Bizkaia;Total;2017;11.813
48 Bizkaia;Total;2016;11.759
48 Bizkaia;Total;2015;11.812
48 Bizkaia;Total;2014;11.159
48 Bizkaia;Total;2013;10.743
48 Bizkaia;Total;2012;11.246
48 Bizkaia;Total;2011;11.013
48 Bizkaia;Total;2010;10.803
48 Bizkaia;Total;2009;10.859
48 Bizkaia;Total;2008;10.752
48 Bizkaia;Total;2007;10.637
48 Bizkaia;Total;2006;10.361
48 Bizkaia;Total;2005;10.811
48 Bizkaia;Total;2004;10.385
48 Bizkaia;Total;2003;10.684
48 Bizkaia;Total;2002;10.434
48 Bizkaia;Total;2001;10.007
48 Bizkaia;Total;2000;10.214
48 Bizkaia;Total;1999;10.114
48 Bizkaia;Total;1998;10.068
48 Bizkaia;Total;1997;9.768
48 Bizkaia;Total;1996;10.014
48 Bizkaia;Total;1995;9.866
48 Bizkaia;Total;1994;9.306
48 Bizkaia;Total;1993;9.401
48 Bizkaia;Total;1992;9.267
48 Bizkaia;Total;1991;9.296
48 Bizkaia;Total;1990;9.373
48 Bizkaia;Total;1989;8.699
48 Bizkaia;Total;1988;8.608
48 Bizkaia;Total;1987;8.625
48 Bizkaia;Total;1986;8.795
48 Bizkaia;Total;1985;8.850
48 Bizkaia;Total;1984;8.687
48 Bizkaia;Total;1983;8.431
48 Bizkaia;Total;1982;8.335
48 Bizkaia;Total;1981;8.723
48 Bizkaia;Total;1980;8.455
48 Bizkaia;Total;1979;8.417
48 Bizkaia;Total;1978;8.225
48 Bizkaia;Total;1977;8.337
48 Bizkaia;Total;1976;8.288
48 Bizkaia;Total;1975;8.439
48 Bizkaia;Hombres;2018;5.930
48 Bizkaia;Hombres;2017;5.855
48 Bizkaia;Hombres;2016;5.909
48 Bizkaia;Hombres;2015;5.918
48 Bizkaia;Hombres;2014;5.591
48 Bizkaia;Hombres;2013;5.509
48 Bizkaia;Hombres;2012;5.712
48 Bizkaia;Hombres;2011;5.672
48 Bizkaia;Hombres;2010;5.638
48 Bizkaia;Hombres;2009;5.683
48 Bizkaia;Hombres;2008;5.568
48 Bizkaia;Hombres;2007;5.486
48 Bizkaia;Hombres;2006;5.508
48 Bizkaia;Hombres;2005;5.709
48 Bizkaia;Hombres;2004;5.483
48 Bizkaia;Hombres;2003;5.585
48 Bizkaia;Hombres;2002;5.524
48 Bizkaia;Hombres;2001;5.351
48 Bizkaia;Hombres;2000;5.469
48 Bizkaia;Hombres;1999;5.396
48 Bizkaia;Hombres;1998;5.326
48 Bizkaia;Hombres;1997;5.277
48 Bizkaia;Hombres;1996;5.459
48 Bizkaia;Hombres;1995;5.404
