Comunidades y Ciudades Autónomas;Periodo;Total
11 Extremadura;1982M05;776
11 Extremadura;1982M04;832
11 Extremadura;1982M03;873
11 Extremadura;1982M02;826
11 Extremadura;1982M01;921
11 Extremadura;1981M12;882
11 Extremadura;1981M11;746
11 Extremadura;1981M10;729
11 Extremadura;1981M09;624
11 Extremadura;1981M08;702
11 Extremadura;1981M07;797
11 Extremadura;1981M06;892
11 Extremadura;1981M05;788
11 Extremadura;1981M04;753
11 Extremadura;1981M03;889
11 Extremadura;1981M02;970
11 Extremadura;1981M01;1.316
11 Extremadura;1980M12;1.196
11 Extremadura;1980M11;776
11 Extremadura;1980M10;778
11 Extremadura;1980M09;683
11 Extremadura;1980M08;726
11 Extremadura;1980M07;748
11 Extremadura;1980M06;736
11 Extremadura;1980M05;757
11 Extremadura;1980M04;750
11 Extremadura;1980M03;861
11 Extremadura;1980M02;832
11 Extremadura;1980M01;1.000
11 Extremadura;1979M12;895
11 Extremadura;1979M11;793
11 Extremadura;1979M10;739
11 Extremadura;1979M09;703
11 Extremadura;1979M08;782
11 Extremadura;1979M07;800
11 Extremadura;1979M06;764
11 Extremadura;1979M05;837
11 Extremadura;1979M04;878
11 Extremadura;1979M03;964
11 Extremadura;1979M02;909
11 Extremadura;1979M01;1.004
11 Extremadura;1978M12;995
11 Extremadura;1978M11;776
11 Extremadura;1978M10;721
11 Extremadura;1978M09;724
11 Extremadura;1978M08;760
11 Extremadura;1978M07;841
11 Extremadura;1978M06;801
11 Extremadura;1978M05;733
11 Extremadura;1978M04;823
11 Extremadura;1978M03;988
11 Extremadura;1978M02;1.034
11 Extremadura;1978M01;1.072
11 Extremadura;1977M12;975
11 Extremadura;1977M11;798
11 Extremadura;1977M10;789
11 Extremadura;1977M09;722
11 Extremadura;1977M08;678
11 Extremadura;1977M07;729
11 Extremadura;1977M06;766
11 Extremadura;1977M05;852
11 Extremadura;1977M04;971
11 Extremadura;1977M03;961
11 Extremadura;1977M02;899
11 Extremadura;1977M01;1.062
11 Extremadura;1976M12;1.008
11 Extremadura;1976M11;818
11 Extremadura;1976M10;731
11 Extremadura;1976M09;701
11 Extremadura;1976M08;726
11 Extremadura;1976M07;762
11 Extremadura;1976M06;725
11 Extremadura;1976M05;821
11 Extremadura;1976M04;864
11 Extremadura;1976M03;1.016
11 Extremadura;1976M02;1.024
11 Extremadura;1976M01;1.106
11 Extremadura;1975M12;1.042
11 Extremadura;1975M11;744
11 Extremadura;1975M10;759
11 Extremadura;1975M09;680
11 Extremadura;1975M08;781
11 Extremadura;1975M07;841
11 Extremadura;1975M06;755
11 Extremadura;1975M05;733
11 Extremadura;1975M04;857
11 Extremadura;1975M03;925
11 Extremadura;1975M02;898
11 Extremadura;1975M01;1.244
12 Galicia;2018M12;2.760
12 Galicia;2018M11;2.606
12 Galicia;2018M10;2.505
12 Galicia;2018M09;2.232
12 Galicia;2018M08;2.375
12 Galicia;2018M07;2.469
12 Galicia;2018M06;2.446
12 Galicia;2018M05;2.574
12 Galicia;2018M04;2.715
12 Galicia;2018M03;3.176
12 Galicia;2018M02;3.039
12 Galicia;2018M01;3.522
12 Galicia;2017M12;3.079
12 Galicia;2017M11;2.561
12 Galicia;2017M10;2.501
12 Galicia;2017M09;2.283
12 Galicia;2017M08;2.406
12 Galicia;2017M07;2.310
12 Galicia;2017M06;2.410
12 Galicia;2017M05;2.506
12 Galicia;2017M04;2.638
12 Galicia;2017M03;2.795
12 Galicia;2017M02;2.899
12 Galicia;2017M01;3.574
12 Galicia;2016M12;3.000
12 Galicia;2016M11;2.672
12 Galicia;2016M10;2.491
12 Galicia;2016M09;2.222
12 Galicia;2016M08;2.389
12 Galicia;2016M07;2.552
12 Galicia;2016M06;2.366
12 Galicia;2016M05;2.603
12 Galicia;2016M04;2.679
12 Galicia;2016M03;2.908
12 Galicia;2016M02;2.889
12 Galicia;2016M01;2.986
12 Galicia;2015M12;2.755
12 Galicia;2015M11;2.405
12 Galicia;2015M10;2.474
12 Galicia;2015M09;2.244
12 Galicia;2015M08;2.329
12 Galicia;2015M07;2.457
12 Galicia;2015M06;2.272
12 Galicia;2015M05;2.407
12 Galicia;2015M04;2.650
12 Galicia;2015M03;2.988
12 Galicia;2015M02;3.089
12 Galicia;2015M01;3.618
12 Galicia;2014M12;2.827
12 Galicia;2014M11;2.398
12 Galicia;2014M10;2.381
12 Galicia;2014M09;2.256
12 Galicia;2014M08;2.214
12 Galicia;2014M07;2.263
12 Galicia;2014M06;2.292
12 Galicia;2014M05;2.501
12 Galicia;2014M04;2.503
12 Galicia;2014M03;2.647
12 Galicia;2014M02;2.684
12 Galicia;2014M01;2.963
12 Galicia;2013M12;2.918
12 Galicia;2013M11;2.505
12 Galicia;2013M10;2.245
12 Galicia;2013M09;2.168
12 Galicia;2013M08;2.258
12 Galicia;2013M07;2.673
12 Galicia;2013M06;2.335
12 Galicia;2013M05;2.468
12 Galicia;2013M04;2.529
12 Galicia;2013M03;2.946
12 Galicia;2013M02;2.560
12 Galicia;2013M01;2.828
12 Galicia;2012M12;2.712
12 Galicia;2012M11;2.487
12 Galicia;2012M10;2.368
12 Galicia;2012M09;2.196
12 Galicia;2012M08;2.266
12 Galicia;2012M07;2.225
12 Galicia;2012M06;2.219
12 Galicia;2012M05;2.484
12 Galicia;2012M04;2.634
12 Galicia;2012M03;2.968
12 Galicia;2012M02;3.282
12 Galicia;2012M01;3.030
12 Galicia;2011M12;2.741
12 Galicia;2011M11;2.519
12 Galicia;2011M10;2.383
12 Galicia;2011M09;2.237
12 Galicia;2011M08;2.395
12 Galicia;2011M07;2.295
12 Galicia;2011M06;2.248
12 Galicia;2011M05;2.413
12 Galicia;2011M04;2.425
12 Galicia;2011M03;2.717
12 Galicia;2011M02;2.654
12 Galicia;2011M01;2.852
12 Galicia;2010M12;2.888
12 Galicia;2010M11;2.436
12 Galicia;2010M10;2.428
12 Galicia;2010M09;2.168
12 Galicia;2010M08;2.205
12 Galicia;2010M07;2.372
12 Galicia;2010M06;2.256
12 Galicia;2010M05;2.388
12 Galicia;2010M04;2.393
12 Galicia;2010M03;2.657
12 Galicia;2010M02;2.552
12 Galicia;2010M01;3.006
12 Galicia;2009M12;2.913
12 Galicia;2009M11;2.384
12 Galicia;2009M10;2.421
12 Galicia;2009M09;2.236
12 Galicia;2009M08;2.219
12 Galicia;2009M07;2.323
12 Galicia;2009M06;2.259
12 Galicia;2009M05;2.407
12 Galicia;2009M04;2.392
12 Galicia;2009M03;2.676
12 Galicia;2009M02;2.527
12 Galicia;2009M01;3.423
12 Galicia;2008M12;2.962
12 Galicia;2008M11;2.496
12 Galicia;2008M10;2.304
12 Galicia;2008M09;2.070
12 Galicia;2008M08;2.207
12 Galicia;2008M07;2.173
12 Galicia;2008M06;2.192
12 Galicia;2008M05;2.245
12 Galicia;2008M04;2.511
12 Galicia;2008M03;2.649
12 Galicia;2008M02;2.704
12 Galicia;2008M01;3.116
12 Galicia;2007M12;2.918
12 Galicia;2007M11;2.564
12 Galicia;2007M10;2.425
12 Galicia;2007M09;2.207
12 Galicia;2007M08;2.332
12 Galicia;2007M07;2.269
12 Galicia;2007M06;2.242
12 Galicia;2007M05;2.379
12 Galicia;2007M04;2.499
12 Galicia;2007M03;2.684
12 Galicia;2007M02;2.718
12 Galicia;2007M01;2.922
12 Galicia;2006M12;2.699
12 Galicia;2006M11;2.258
12 Galicia;2006M10;2.337
12 Galicia;2006M09;2.224
12 Galicia;2006M08;2.262
12 Galicia;2006M07;2.428
12 Galicia;2006M06;2.256
12 Galicia;2006M05;2.291
12 Galicia;2006M04;2.358
12 Galicia;2006M03;2.793
12 Galicia;2006M02;2.615
12 Galicia;2006M01;2.868
12 Galicia;2005M12;2.647
12 Galicia;2005M11;2.254
12 Galicia;2005M10;2.290
12 Galicia;2005M09;2.063
12 Galicia;2005M08;2.210
12 Galicia;2005M07;2.120
12 Galicia;2005M06;2.192
12 Galicia;2005M05;2.319
12 Galicia;2005M04;2.326
12 Galicia;2005M03;3.000
12 Galicia;2005M02;2.887
12 Galicia;2005M01;3.075
12 Galicia;2004M12;2.753
12 Galicia;2004M11;2.256
12 Galicia;2004M10;2.259
12 Galicia;2004M09;2.117
12 Galicia;2004M08;2.163
12 Galicia;2004M07;2.154
12 Galicia;2004M06;2.121
12 Galicia;2004M05;2.427
12 Galicia;2004M04;2.324
12 Galicia;2004M03;2.618
12 Galicia;2004M02;2.474
12 Galicia;2004M01;2.874
12 Galicia;2003M12;3.030
12 Galicia;2003M11;2.491
12 Galicia;2003M10;2.369
12 Galicia;2003M09;2.098
12 Galicia;2003M08;2.487
12 Galicia;2003M07;2.246
12 Galicia;2003M06;2.398
12 Galicia;2003M05;2.554
12 Galicia;2003M04;2.421
12 Galicia;2003M03;2.538
12 Galicia;2003M02;2.464
12 Galicia;2003M01;2.709
12 Galicia;2002M12;2.596
12 Galicia;2002M11;2.258
12 Galicia;2002M10;2.196
12 Galicia;2002M09;2.103
12 Galicia;2002M08;2.177
12 Galicia;2002M07;2.281
12 Galicia;2002M06;2.159
12 Galicia;2002M05;2.224
12 Galicia;2002M04;2.406
12 Galicia;2002M03;2.550
12 Galicia;2002M02;2.332
12 Galicia;2002M01;3.071
12 Galicia;2001M12;3.002
12 Galicia;2001M11;2.367
12 Galicia;2001M10;2.277
12 Galicia;2001M09;2.076
12 Galicia;2001M08;2.190
12 Galicia;2001M07;2.117
12 Galicia;2001M06;2.142
12 Galicia;2001M05;2.451
12 Galicia;2001M04;2.343
12 Galicia;2001M03;2.443
12 Galicia;2001M02;2.278
12 Galicia;2001M01;2.614
12 Galicia;2000M12;2.425
12 Galicia;2000M11;2.315
12 Galicia;2000M10;2.263
12 Galicia;2000M09;2.010
12 Galicia;2000M08;2.094
12 Galicia;2000M07;2.130
12 Galicia;2000M06;2.219
12 Galicia;2000M05;2.304
12 Galicia;2000M04;2.457
12 Galicia;2000M03;2.354
12 Galicia;2000M02;2.726
12 Galicia;2000M01;3.561
12 Galicia;1999M12;2.652
12 Galicia;1999M11;2.343
12 Galicia;1999M10;2.283
12 Galicia;1999M09;1.934
12 Galicia;1999M08;2.250
12 Galicia;1999M07;2.235
12 Galicia;1999M06;2.140
12 Galicia;1999M05;2.267
12 Galicia;1999M04;2.348
12 Galicia;1999M03;2.865
12 Galicia;1999M02;3.104
12 Galicia;1999M01;2.872
12 Galicia;1998M12;2.668
12 Galicia;1998M11;2.244
12 Galicia;1998M10;2.243
12 Galicia;1998M09;2.044
12 Galicia;1998M08;2.245
12 Galicia;1998M07;2.041
12 Galicia;1998M06;2.111
12 Galicia;1998M05;2.318
12 Galicia;1998M04;2.287
12 Galicia;1998M03;2.628
12 Galicia;1998M02;2.684
12 Galicia;1998M01;2.590
12 Galicia;1997M12;2.490
12 Galicia;1997M11;2.262
12 Galicia;1997M10;2.133
12 Galicia;1997M09;2.060
12 Galicia;1997M08;2.120
12 Galicia;1997M07;2.234
12 Galicia;1997M06;1.942
12 Galicia;1997M05;2.179
12 Galicia;1997M04;2.232
12 Galicia;1997M03;2.398
12 Galicia;1997M02;2.549
12 Galicia;1997M01;3.545
12 Galicia;1996M12;2.829
12 Galicia;1996M11;2.302
12 Galicia;1996M10;2.150
12 Galicia;1996M09;2.117
12 Galicia;1996M08;2.135
12 Galicia;1996M07;2.434
12 Galicia;1996M06;2.238
12 Galicia;1996M05;2.302
12 Galicia;1996M04;2.220
12 Galicia;1996M03;2.746
12 Galicia;1996M02;2.560
12 Galicia;1996M01;2.846
12 Galicia;1995M12;3.197
12 Galicia;1995M11;2.237
12 Galicia;1995M10;2.222
12 Galicia;1995M09;2.149
12 Galicia;1995M08;2.130
12 Galicia;1995M07;2.168
12 Galicia;1995M06;2.123
12 Galicia;1995M05;2.226
12 Galicia;1995M04;2.381
12 Galicia;1995M03;2.655
12 Galicia;1995M02;2.243
12 Galicia;1995M01;2.733
12 Galicia;1994M12;2.562
12 Galicia;1994M11;2.158
12 Galicia;1994M10;2.218
12 Galicia;1994M09;1.958
12 Galicia;1994M08;2.146
12 Galicia;1994M07;2.152
12 Galicia;1994M06;2.106
12 Galicia;1994M05;2.135
12 Galicia;1994M04;2.329
12 Galicia;1994M03;2.434
12 Galicia;1994M02;2.522
12 Galicia;1994M01;2.822
12 Galicia;1993M12;2.553
12 Galicia;1993M11;2.319
12 Galicia;1993M10;2.313
12 Galicia;1993M09;2.000
12 Galicia;1993M08;2.018
12 Galicia;1993M07;2.141
12 Galicia;1993M06;2.065
12 Galicia;1993M05;2.175
12 Galicia;1993M04;2.225
12 Galicia;1993M03;2.582
12 Galicia;1993M02;2.248
12 Galicia;1993M01;2.609
12 Galicia;1992M12;2.326
12 Galicia;1992M11;2.075
12 Galicia;1992M10;2.186
12 Galicia;1992M09;1.946
12 Galicia;1992M08;1.979
12 Galicia;1992M07;2.058
12 Galicia;1992M06;2.019
12 Galicia;1992M05;2.206
12 Galicia;1992M04;2.181
12 Galicia;1992M03;2.377
12 Galicia;1992M02;2.565
12 Galicia;1992M01;3.098
12 Galicia;1991M12;2.409
12 Galicia;1991M11;2.236
12 Galicia;1991M10;2.305
12 Galicia;1991M09;1.923
12 Galicia;1991M08;2.075
12 Galicia;1991M07;2.140
12 Galicia;1991M06;1.899
12 Galicia;1991M05;2.301
12 Galicia;1991M04;2.228
12 Galicia;1991M03;2.570
12 Galicia;1991M02;2.655
12 Galicia;1991M01;2.955
12 Galicia;1990M12;2.914
12 Galicia;1990M11;2.264
12 Galicia;1990M10;2.086
12 Galicia;1990M09;2.024
12 Galicia;1990M08;2.098
12 Galicia;1990M07;2.383
12 Galicia;1990M06;1.924
12 Galicia;1990M05;2.089
12 Galicia;1990M04;2.325
12 Galicia;1990M03;2.404
12 Galicia;1990M02;2.428
12 Galicia;1990M01;3.040
12 Galicia;1989M12;2.369
12 Galicia;1989M11;2.203
12 Galicia;1989M10;2.121
12 Galicia;1989M09;1.992
12 Galicia;1989M08;2.137
12 Galicia;1989M07;2.075
12 Galicia;1989M06;2.042
12 Galicia;1989M05;2.140
12 Galicia;1989M04;2.160
12 Galicia;1989M03;2.342
12 Galicia;1989M02;2.423
12 Galicia;1989M01;2.824
12 Galicia;1988M12;2.651
12 Galicia;1988M11;2.123
12 Galicia;1988M10;2.055
12 Galicia;1988M09;1.946
12 Galicia;1988M08;2.010
12 Galicia;1988M07;2.008
12 Galicia;1988M06;2.112
12 Galicia;1988M05;2.088
12 Galicia;1988M04;2.150
12 Galicia;1988M03;2.615
12 Galicia;1988M02;2.253
12 Galicia;1988M01;2.370
12 Galicia;1987M12;2.391
12 Galicia;1987M11;2.181
12 Galicia;1987M10;2.117
12 Galicia;1987M09;1.877
12 Galicia;1987M08;2.024
12 Galicia;1987M07;1.978
12 Galicia;1987M06;1.915
12 Galicia;1987M05;1.904
12 Galicia;1987M04;2.085
12 Galicia;1987M03;2.268
12 Galicia;1987M02;2.186
12 Galicia;1987M01;2.554
12 Galicia;1986M12;2.267
12 Galicia;1986M11;2.099
12 Galicia;1986M10;1.913
12 Galicia;1986M09;1.888
12 Galicia;1986M08;1.930
12 Galicia;1986M07;2.005
12 Galicia;1986M06;1.863
12 Galicia;1986M05;2.228
12 Galicia;1986M04;2.289
12 Galicia;1986M03;2.350
12 Galicia;1986M02;2.661
12 Galicia;1986M01;3.384
12 Galicia;1985M12;2.657
12 Galicia;1985M11;2.267
12 Galicia;1985M10;1.948
12 Galicia;1985M09;1.842
12 Galicia;1985M08;1.985
12 Galicia;1985M07;1.910
12 Galicia;1985M06;1.862
12 Galicia;1985M05;2.109
12 Galicia;1985M04;2.269
12 Galicia;1985M03;2.437
12 Galicia;1985M02;2.129
12 Galicia;1985M01;2.880
12 Galicia;1984M12;2.282
12 Galicia;1984M11;2.092
12 Galicia;1984M10;2.017
12 Galicia;1984M09;1.795
12 Galicia;1984M08;1.870
12 Galicia;1984M07;1.823
12 Galicia;1984M06;2.029
12 Galicia;1984M05;2.009
12 Galicia;1984M04;2.211
12 Galicia;1984M03;2.600
12 Galicia;1984M02;2.322
12 Galicia;1984M01;2.183
12 Galicia;1983M12;2.358
12 Galicia;1983M11;1.924
12 Galicia;1983M10;1.939
12 Galicia;1983M09;1.780
12 Galicia;1983M08;1.845
12 Galicia;1983M07;1.827
12 Galicia;1983M06;1.827
12 Galicia;1983M05;2.077
12 Galicia;1983M04;2.012
12 Galicia;1983M03;2.143
12 Galicia;1983M02;2.680
12 Galicia;1983M01;3.274
12 Galicia;1982M12;2.849
12 Galicia;1982M11;2.085
12 Galicia;1982M10;2.103
12 Galicia;1982M09;1.661
12 Galicia;1982M08;1.889
12 Galicia;1982M07;1.896
12 Galicia;1982M06;1.968
12 Galicia;1982M05;1.901
12 Galicia;1982M04;2.054
12 Galicia;1982M03;2.143
12 Galicia;1982M02;2.184
12 Galicia;1982M01;2.303
12 Galicia;1981M12;2.290
12 Galicia;1981M11;2.050
12 Galicia;1981M10;1.910
12 Galicia;1981M09;1.819
12 Galicia;1981M08;1.818
12 Galicia;1981M07;1.868
12 Galicia;1981M06;2.003
12 Galicia;1981M05;1.972
12 Galicia;1981M04;2.009
12 Galicia;1981M03;2.251
12 Galicia;1981M02;2.415
12 Galicia;1981M01;2.993
12 Galicia;1980M12;2.542
12 Galicia;1980M11;2.078
12 Galicia;1980M10;2.017
12 Galicia;1980M09;1.850
12 Galicia;1980M08;1.910
12 Galicia;1980M07;1.805
12 Galicia;1980M06;1.749
12 Galicia;1980M05;1.983
12 Galicia;1980M04;1.897
12 Galicia;1980M03;2.328
12 Galicia;1980M02;2.059
12 Galicia;1980M01;2.463
12 Galicia;1979M12;2.282
12 Galicia;1979M11;2.059
12 Galicia;1979M10;2.026
12 Galicia;1979M09;1.877
12 Galicia;1979M08;1.901
12 Galicia;1979M07;1.945
12 Galicia;1979M06;1.892
12 Galicia;1979M05;2.119
12 Galicia;1979M04;2.265
12 Galicia;1979M03;2.424
12 Galicia;1979M02;2.245
12 Galicia;1979M01;2.529
12 Galicia;1978M12;2.531
12 Galicia;1978M11;1.985
12 Galicia;1978M10;2.001
12 Galicia;1978M09;1.849
12 Galicia;1978M08;1.920
12 Galicia;1978M07;1.856
12 Galicia;1978M06;1.873
12 Galicia;1978M05;2.011
12 Galicia;1978M04;2.135
12 Galicia;1978M03;2.567
12 Galicia;1978M02;2.536
12 Galicia;1978M01;2.505
12 Galicia;1977M12;2.425
12 Galicia;1977M11;2.018
12 Galicia;1977M10;1.892
12 Galicia;1977M09;1.931
12 Galicia;1977M08;1.884
12 Galicia;1977M07;1.881
12 Galicia;1977M06;1.895
12 Galicia;1977M05;2.134
12 Galicia;1977M04;2.488
12 Galicia;1977M03;2.581
12 Galicia;1977M02;2.174
12 Galicia;1977M01;2.831
12 Galicia;1976M12;2.307
12 Galicia;1976M11;2.150
12 Galicia;1976M10;2.027
12 Galicia;1976M09;1.784
12 Galicia;1976M08;1.763
12 Galicia;1976M07;1.863
12 Galicia;1976M06;1.775
12 Galicia;1976M05;2.140
12 Galicia;1976M04;2.186
12 Galicia;1976M03;2.478
12 Galicia;1976M02;2.672
12 Galicia;1976M01;2.870
12 Galicia;1975M12;2.550
12 Galicia;1975M11;1.955
12 Galicia;1975M10;1.963
12 Galicia;1975M09;1.863
12 Galicia;1975M08;1.752
12 Galicia;1975M07;1.866
12 Galicia;1975M06;1.868
12 Galicia;1975M05;1.974
12 Galicia;1975M04;2.247
12 Galicia;1975M03;2.284
12 Galicia;1975M02;2.254
12 Galicia;1975M01;3.258
13 Madrid, Comunidad de;2018M12;4.133
13 Madrid, Comunidad de;2018M11;3.826
13 Madrid, Comunidad de;2018M10;3.651
13 Madrid, Comunidad de;2018M09;3.350
13 Madrid, Comunidad de;2018M08;3.631
13 Madrid, Comunidad de;2018M07;3.487
13 Madrid, Comunidad de;2018M06;3.718
13 Madrid, Comunidad de;2018M05;3.637
13 Madrid, Comunidad de;2018M04;3.797
13 Madrid, Comunidad de;2018M03;4.311
13 Madrid, Comunidad de;2018M02;4.100
13 Madrid, Comunidad de;2018M01;4.958
13 Madrid, Comunidad de;2017M12;4.582
13 Madrid, Comunidad de;2017M11;3.782
13 Madrid, Comunidad de;2017M10;3.765
13 Madrid, Comunidad de;2017M09;3.410
13 Madrid, Comunidad de;2017M08;3.494
13 Madrid, Comunidad de;2017M07;3.682
13 Madrid, Comunidad de;2017M06;3.751
13 Madrid, Comunidad de;2017M05;3.684
13 Madrid, Comunidad de;2017M04;3.674
13 Madrid, Comunidad de;2017M03;3.945
13 Madrid, Comunidad de;2017M02;4.146
13 Madrid, Comunidad de;2017M01;5.154
13 Madrid, Comunidad de;2016M12;4.145
13 Madrid, Comunidad de;2016M11;3.668
13 Madrid, Comunidad de;2016M10;3.545
13 Madrid, Comunidad de;2016M09;3.307
13 Madrid, Comunidad de;2016M08;3.624
13 Madrid, Comunidad de;2016M07;3.756
13 Madrid, Comunidad de;2016M06;3.570
13 Madrid, Comunidad de;2016M05;3.619
13 Madrid, Comunidad de;2016M04;3.644
13 Madrid, Comunidad de;2016M03;4.189
13 Madrid, Comunidad de;2016M02;3.837
13 Madrid, Comunidad de;2016M01;4.162
13 Madrid, Comunidad de;2015M12;3.873
13 Madrid, Comunidad de;2015M11;3.544
13 Madrid, Comunidad de;2015M10;3.509
13 Madrid, Comunidad de;2015M09;3.167
13 Madrid, Comunidad de;2015M08;3.435
13 Madrid, Comunidad de;2015M07;4.544
13 Madrid, Comunidad de;2015M06;3.538
13 Madrid, Comunidad de;2015M05;3.655
13 Madrid, Comunidad de;2015M04;3.655
13 Madrid, Comunidad de;2015M03;4.023
13 Madrid, Comunidad de;2015M02;4.605
13 Madrid, Comunidad de;2015M01;5.311
13 Madrid, Comunidad de;2014M12;4.012
13 Madrid, Comunidad de;2014M11;3.639
13 Madrid, Comunidad de;2014M10;3.572
13 Madrid, Comunidad de;2014M09;3.082
13 Madrid, Comunidad de;2014M08;3.231
13 Madrid, Comunidad de;2014M07;3.431
13 Madrid, Comunidad de;2014M06;3.285
13 Madrid, Comunidad de;2014M05;3.477
13 Madrid, Comunidad de;2014M04;3.525
13 Madrid, Comunidad de;2014M03;3.779
13 Madrid, Comunidad de;2014M02;3.612
13 Madrid, Comunidad de;2014M01;4.419
13 Madrid, Comunidad de;2013M12;3.967
13 Madrid, Comunidad de;2013M11;3.678
13 Madrid, Comunidad de;2013M10;3.421
13 Madrid, Comunidad de;2013M09;3.156
13 Madrid, Comunidad de;2013M08;3.310
13 Madrid, Comunidad de;2013M07;3.531
13 Madrid, Comunidad de;2013M06;3.368
13 Madrid, Comunidad de;2013M05;3.394
13 Madrid, Comunidad de;2013M04;3.456
13 Madrid, Comunidad de;2013M03;3.755
13 Madrid, Comunidad de;2013M02;3.470
13 Madrid, Comunidad de;2013M01;3.887
13 Madrid, Comunidad de;2012M12;3.716
13 Madrid, Comunidad de;2012M11;3.475
13 Madrid, Comunidad de;2012M10;3.271
13 Madrid, Comunidad de;2012M09;2.987
13 Madrid, Comunidad de;2012M08;3.284
13 Madrid, Comunidad de;2012M07;3.278
13 Madrid, Comunidad de;2012M06;3.208
13 Madrid, Comunidad de;2012M05;3.531
13 Madrid, Comunidad de;2012M04;3.561
13 Madrid, Comunidad de;2012M03;3.957
13 Madrid, Comunidad de;2012M02;3.961
13 Madrid, Comunidad de;2012M01;4.570
13 Madrid, Comunidad de;2011M12;3.902
13 Madrid, Comunidad de;2011M11;3.520
13 Madrid, Comunidad de;2011M10;3.585
13 Madrid, Comunidad de;2011M09;3.070
13 Madrid, Comunidad de;2011M08;3.272
13 Madrid, Comunidad de;2011M07;3.252
13 Madrid, Comunidad de;2011M06;3.258
13 Madrid, Comunidad de;2011M05;3.344
13 Madrid, Comunidad de;2011M04;3.322
13 Madrid, Comunidad de;2011M03;3.669
13 Madrid, Comunidad de;2011M02;3.455
13 Madrid, Comunidad de;2011M01;3.965
13 Madrid, Comunidad de;2010M12;3.677
13 Madrid, Comunidad de;2010M11;3.419
13 Madrid, Comunidad de;2010M10;3.384
13 Madrid, Comunidad de;2010M09;2.995
13 Madrid, Comunidad de;2010M08;3.199
13 Madrid, Comunidad de;2010M07;3.511
13 Madrid, Comunidad de;2010M06;3.192
13 Madrid, Comunidad de;2010M05;3.413
13 Madrid, Comunidad de;2010M04;3.368
13 Madrid, Comunidad de;2010M03;3.350
13 Madrid, Comunidad de;2010M02;3.429
13 Madrid, Comunidad de;2010M01;3.891
13 Madrid, Comunidad de;2009M12;3.779
13 Madrid, Comunidad de;2009M11;3.383
13 Madrid, Comunidad de;2009M10;3.446
13 Madrid, Comunidad de;2009M09;2.985
13 Madrid, Comunidad de;2009M08;3.474
13 Madrid, Comunidad de;2009M07;3.294
13 Madrid, Comunidad de;2009M06;3.178
13 Madrid, Comunidad de;2009M05;3.317
13 Madrid, Comunidad de;2009M04;3.396
13 Madrid, Comunidad de;2009M03;3.442
13 Madrid, Comunidad de;2009M02;3.280
13 Madrid, Comunidad de;2009M01;4.294
13 Madrid, Comunidad de;2008M12;3.952
13 Madrid, Comunidad de;2008M11;3.397
13 Madrid, Comunidad de;2008M10;3.492
13 Madrid, Comunidad de;2008M09;2.882
13 Madrid, Comunidad de;2008M08;3.176
13 Madrid, Comunidad de;2008M07;3.304
13 Madrid, Comunidad de;2008M06;3.238
13 Madrid, Comunidad de;2008M05;3.206
13 Madrid, Comunidad de;2008M04;3.411
13 Madrid, Comunidad de;2008M03;3.735
13 Madrid, Comunidad de;2008M02;3.578
13 Madrid, Comunidad de;2008M01;3.899
13 Madrid, Comunidad de;2007M12;3.786
13 Madrid, Comunidad de;2007M11;3.590
13 Madrid, Comunidad de;2007M10;3.389
13 Madrid, Comunidad de;2007M09;2.972
13 Madrid, Comunidad de;2007M08;3.243
13 Madrid, Comunidad de;2007M07;3.319
13 Madrid, Comunidad de;2007M06;3.149
13 Madrid, Comunidad de;2007M05;3.221
13 Madrid, Comunidad de;2007M04;3.351
13 Madrid, Comunidad de;2007M03;3.711
13 Madrid, Comunidad de;2007M02;3.618
13 Madrid, Comunidad de;2007M01;4.044
13 Madrid, Comunidad de;2006M12;3.778
13 Madrid, Comunidad de;2006M11;3.304
13 Madrid, Comunidad de;2006M10;3.198
13 Madrid, Comunidad de;2006M09;2.968
13 Madrid, Comunidad de;2006M08;3.121
13 Madrid, Comunidad de;2006M07;3.411
13 Madrid, Comunidad de;2006M06;3.197
13 Madrid, Comunidad de;2006M05;3.280
13 Madrid, Comunidad de;2006M04;3.193
13 Madrid, Comunidad de;2006M03;3.599
13 Madrid, Comunidad de;2006M02;3.254
13 Madrid, Comunidad de;2006M01;3.579
13 Madrid, Comunidad de;2005M12;3.565
13 Madrid, Comunidad de;2005M11;3.206
13 Madrid, Comunidad de;2005M10;3.152
13 Madrid, Comunidad de;2005M09;2.880
13 Madrid, Comunidad de;2005M08;3.052
13 Madrid, Comunidad de;2005M07;3.150
13 Madrid, Comunidad de;2005M06;3.065
13 Madrid, Comunidad de;2005M05;3.164
13 Madrid, Comunidad de;2005M04;3.195
13 Madrid, Comunidad de;2005M03;3.942
13 Madrid, Comunidad de;2005M02;3.619
13 Madrid, Comunidad de;2005M01;4.852
13 Madrid, Comunidad de;2004M12;4.115
13 Madrid, Comunidad de;2004M11;3.459
13 Madrid, Comunidad de;2004M10;3.313
13 Madrid, Comunidad de;2004M09;2.850
13 Madrid, Comunidad de;2004M08;3.101
13 Madrid, Comunidad de;2004M07;3.282
13 Madrid, Comunidad de;2004M06;3.050
13 Madrid, Comunidad de;2004M05;3.271
13 Madrid, Comunidad de;2004M04;3.220
13 Madrid, Comunidad de;2004M03;3.554
13 Madrid, Comunidad de;2004M02;3.289
13 Madrid, Comunidad de;2004M01;3.789
13 Madrid, Comunidad de;2003M12;3.890
